學年度,縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,男學生數,女學生數,原住民學生比率,上學年男畢業生數,上學年女畢業生數
111,[09]雲林縣,水林鄉,國小,094746,縣立蔦松國小,公立,偏遠,[652]雲林縣水林鄉松中村蔦松路213號,(05)7841230,https://nses.ylc.edu.tw/,6,31,28,0,3,4
111,[09]雲林縣,水林鄉,國小,094747,縣立尖山國小,公立,偏遠,[652]雲林縣水林鄉大山村大山路6號,(05)7851756,https://chses.ylc.edu.tw/,6,21,18,2.56,3,2
111,[09]雲林縣,水林鄉,國小,094748,縣立宏仁國小,公立,偏遠,[652]雲林縣水林鄉灣東村宏仁路30號,(05)7857080,https://hres.ylc.edu.tw/,6,27,24,0,7,7
111,[09]雲林縣,水林鄉,國小,094749,縣立文正國小,公立,偏遠,[652]雲林縣水林鄉山腳村蕃東路1號,(05)7841051,https://wzes.ylc.edu.tw/,6,18,16,0,6,4
111,[09]雲林縣,水林鄉,國小,094750,縣立誠正國小,公立,偏遠,[652]雲林縣水林鄉蘇秦村1號,(05)7921114,https://cjes.ylc.edu.tw/,6,14,11,4,2,3
111,[09]雲林縣,水林鄉,國小,094751,縣立中興國小,公立,特偏,[652]雲林縣水林鄉瓊埔村148號,(05)7841064,https://cisps.ylc.edu.tw/,6,9,13,0,2,1
111,[09]雲林縣,水林鄉,國小,094753,縣立水燦林國小,公立,偏遠,[652]雲林縣水林鄉水北村水林路6號,(05)7852845,https://stles.ylc.edu.tw/,15,201,132,0.6,14,26
111,[09]雲林縣,水林鄉,國小,094754,縣立大興國小,公立,偏遠,[652]雲林縣水林鄉大溝村1號,(05)7851300,https://dsps.ylc.edu.tw/,6,11,8,0,3,4
111,[09]雲林縣,土庫鎮,國小,094758,縣立越港國小,公立,偏遠,[633]雲林縣土庫鎮林森路120號,(05)6620283,https://yges.ylc.edu.tw/,6,46,31,1.3,8,4
111,[10]嘉義縣,朴子市,國小,104603,縣立雙溪國小,公立,偏遠,[613]嘉義縣朴子市雙溪里30號,(05)3795549,http://www.ssps.cyc.edu.tw,6,29,28,0,4,3
111,[10]嘉義縣,朴子市,國小,104604,縣立竹村國小,公立,偏遠,[613]嘉義縣朴子市竹村里36號,(05)3693628,http://www.jtps.cyc.edu.tw,6,50,34,2.38,6,4
111,[10]嘉義縣,朴子市,國小,104605,縣立松梅國小,公立,偏遠,[613]嘉義縣朴子市松華里345號,(05)3691083,http://www.smps.cyc.edu.tw,6,43,46,0,5,8
111,[10]嘉義縣,朴子市,國小,104606,縣立大鄉國小,公立,偏遠,[613]嘉義縣朴子市大鄉里560號,(05)3792952,http://www.dsps.cyc.edu.tw,6,48,49,2.06,7,3
111,[10]嘉義縣,布袋鎮,國小,104608,縣立景山國小,公立,偏遠,[625]嘉義縣布袋鎮東港里136號,(05)3472734,http://www.jsps.cyc.edu.tw,6,24,25,0,2,6
111,[10]嘉義縣,布袋鎮,國小,104609,縣立永安國小,公立,偏遠,[625]嘉義縣布袋鎮永安里126之2號,(05)3472654,http://www.yaps.cyc.edu.tw,5,14,7,0,2,2
111,[10]嘉義縣,布袋鎮,國小,104611,縣立貴林國小,公立,偏遠,[625]嘉義縣布袋鎮樹林里82號,(05)3451641,http://www.glps.cyc.edu.tw,5,15,6,0,1,2
111,[10]嘉義縣,布袋鎮,國小,104612,縣立新塭國小,公立,偏遠,[625]嘉義縣布袋鎮新民里374號,(05)3431064,http://www.sups.cyc.edu.tw,6,59,47,1.89,6,8
111,[10]嘉義縣,布袋鎮,國小,104613,縣立新岑國小,公立,偏遠,[625]嘉義縣布袋鎮新岑里4號,(05)3431525,http://www.scps.cyc.edu.tw,6,17,18,0,3,3
111,[10]嘉義縣,布袋鎮,國小,104614,縣立好美國小,公立,偏遠,[625]嘉義縣布袋鎮好美里106號,(05)3431524,http://www.hmes.cyc.edu.tw,6,24,17,0,3,3
111,[10]嘉義縣,大林鎮,國小,104617,縣立中林國小,公立,偏遠,[622]嘉義縣大林鎮中林里147號,(05)2653941,http://www.cles.cyc.edu.tw,6,20,19,0,5,8
111,[10]嘉義縣,大林鎮,國小,104620,縣立社團國小,公立,偏遠,[622]嘉義縣大林鎮三角里下林頭51號,(05)2952504,http://www.stps.cyc.edu.tw,6,6,15,0,0,1
111,[10]嘉義縣,民雄鄉,國小,104624,縣立菁埔國小,公立,偏遠,[621]嘉義縣民雄鄉菁埔村130之3號,(05)2262581,http://www.cpps.cyc.edu.tw,6,29,36,0,5,8
111,[10]嘉義縣,民雄鄉,國小,104627,縣立松山國小,公立,偏遠,[621]嘉義縣民雄鄉松山村松仔腳43之1號,(05)2721831,http://www.sses.cyc.edu.tw,6,11,25,0,5,2
111,[10]嘉義縣,溪口鄉,國小,104630,縣立美林國小,公立,偏遠,[623]嘉義縣溪口鄉美北村78之3號,(05)2691150,http://www.mlps.cyc.edu.tw,6,26,27,0,3,5
111,[10]嘉義縣,溪口鄉,國小,104631,縣立柴林國小,公立,偏遠,[623]嘉義縣溪口鄉柴林村107號,(05)2691440,http://www.chlps.cyc.edu.tw,6,21,26,0,3,2
111,[10]嘉義縣,溪口鄉,國小,104632,縣立柳溝國小,公立,偏遠,[623]嘉義縣溪口鄉柳溝村南靖厝5號,(05)2691071,http://www.lgps.cyc.edu.tw,6,33,25,0,4,4
111,[10]嘉義縣,新港鄉,國小,104636,縣立古民國小,公立,偏遠,[616]嘉義縣新港鄉古民村161號,(05)3742154,http://www.gmps.cyc.edu.tw,6,23,12,0,6,1
111,[10]嘉義縣,新港鄉,國小,104637,縣立復興國小,公立,偏遠,[616]嘉義縣新港鄉北崙村75之4號,(05)3760424,http://www.fsps.cyc.edu.tw,6,20,14,0,2,2
111,[10]嘉義縣,新港鄉,國小,104638,縣立安和國小,公立,偏遠,[616]嘉義縣新港鄉安和村46號,(05)3772940,http://www.ahps.cyc.edu.tw,6,11,10,0,3,4
111,[10]嘉義縣,六腳鄉,國小,104640,縣立六腳國小,公立,偏遠,[615]嘉義縣六腳鄉六腳村105號,(05)3781403,http://www.ljps.cyc.edu.tw,6,23,29,0,4,8
111,[10]嘉義縣,六腳鄉,國小,104641,縣立六美國小,公立,偏遠,[615]嘉義縣六腳鄉六斗村31號,(05)7812708,http://www.lmes.cyc.edu.tw,6,25,38,0,7,6
111,[10]嘉義縣,六腳鄉,國小,104642,縣立灣內國小,公立,偏遠,[615]嘉義縣六腳鄉灣南村15鄰6號,(05)3802306,http://www.wnps.cyc.edu.tw,6,23,35,0,3,2
111,[10]嘉義縣,六腳鄉,國小,104643,縣立更寮國小,公立,偏遠,[615]嘉義縣六腳鄉更寮村19號,(05)3796309,http://www.gles.cyc.edu.tw,6,17,10,0,5,0
111,[10]嘉義縣,六腳鄉,國小,104645,縣立北美國小,公立,偏遠,[615]嘉義縣六腳鄉崙陽村122號,(05)7811429,http://www.bmps.cyc.edu.tw,6,22,25,0,2,3
111,[10]嘉義縣,東石鄉,國小,104647,縣立東石國小,公立,偏遠,[614]嘉義縣東石鄉猿樹村117號,(05)3732295,http://www.tsps.cyc.edu.tw,6,39,52,1.1,5,7
111,[10]嘉義縣,東石鄉,國小,104648,縣立塭港國小,公立,偏遠,[614]嘉義縣東石鄉塭港村170號,(05)3732653,http://www.ugps.cyc.edu.tw,6,39,27,3.03,11,4
111,[10]嘉義縣,東石鄉,國小,104649,縣立三江國小,公立,偏遠,[614]嘉義縣東石鄉三家村16號,(05)3732634,http://www.sjps.cyc.edu.tw,6,22,16,0,4,3
111,[10]嘉義縣,東石鄉,國小,104650,縣立龍港國小,公立,偏遠,[614]嘉義縣東石鄉龍港村113號,(05)3732671,http://www.lges.cyc.edu.tw,6,13,23,0,4,6
111,[10]嘉義縣,東石鄉,國小,104651,縣立下楫國小,公立,偏遠,[614]嘉義縣東石鄉下楫村147號,(05)3601508,http://www.sjes.cyc.edu.tw,6,34,22,0,5,4
111,[10]嘉義縣,東石鄉,國小,104652,縣立港墘國小,公立,偏遠,[614]嘉義縣東石鄉港墘村64號,(05)3795350,http://www.kcps.cyc.edu.tw,6,30,29,0,4,8
111,[10]嘉義縣,東石鄉,國小,104653,縣立龍崗國小,公立,偏遠,[614]嘉義縣東石鄉西崙村131號,(05)3451070,http://www.logps.cyc.edu.tw,6,21,19,5,4,5
111,[10]嘉義縣,東石鄉,國小,104654,縣立網寮國小,公立,偏遠,[614]嘉義縣東石鄉網寮村鹽田27號,(05)3451544,http://www.wlps.cyc.edu.tw,6,22,14,0,8,2
111,[10]嘉義縣,鹿草鄉,國小,104656,縣立重寮國小,公立,偏遠,[611]嘉義縣鹿草鄉重寮村中寮160號,(05)3752544,http://www.clps.cyc.edu.tw,6,14,16,0,3,6
111,[10]嘉義縣,鹿草鄉,國小,104657,縣立下潭國小,公立,偏遠,[611]嘉義縣鹿草鄉光潭村196號,(05)3651544,http://www.htps.cyc.edu.tw,6,30,27,7.02,4,3
111,[10]嘉義縣,鹿草鄉,國小,104659,縣立竹園國小,公立,偏遠,[611]嘉義縣鹿草鄉松竹村69號,(05)3650524,http://www.jyps.cyc.edu.tw,5,6,14,0,5,4
111,[10]嘉義縣,鹿草鄉,國小,104660,縣立後塘國小,公立,偏遠,[611]嘉義縣鹿草鄉三角村毛蟹行11號,(05)3752548,http://www.htes.cyc.edu.tw,6,27,45,0,5,6
111,[10]嘉義縣,義竹鄉,國小,104663,縣立光榮國小,公立,偏遠,[624]嘉義縣義竹鄉東光村64號,(05)3420104,http://www.krps.cyc.edu.tw,6,20,13,6.06,2,2
111,[10]嘉義縣,義竹鄉,國小,104665,縣立過路國小,公立,偏遠,[624]嘉義縣義竹鄉西過村279號,(05)3437884,http://www.gulps.cyc.edu.tw,6,13,11,0,3,1
111,[10]嘉義縣,義竹鄉,國小,104666,縣立和順國小,公立,偏遠,[624]嘉義縣義竹鄉官順村356號,(05)3436121,http://www.hsps.cyc.edu.tw,6,21,14,0,2,6
111,[10]嘉義縣,義竹鄉,國小,104668,縣立南興國小,公立,偏遠,[624]嘉義縣義竹鄉新店村77號,(05)3427394,http://www.nses.cyc.edu.tw,6,22,13,2.86,3,1
111,[10]嘉義縣,水上鄉,國小,104676,縣立忠和國小,公立,偏遠,[608]嘉義縣水上鄉忠和村檳榔樹角35號,(05)2890365,http://www.jhps.cyc.edu.tw,8,53,72,3.2,10,7
111,[10]嘉義縣,水上鄉,國小,104677,縣立義興國小,公立,偏遠,[608]嘉義縣水上鄉義興村2之1號,(05)2890096,http://www.ysps.cyc.edu.tw,6,22,17,0,3,5
111,[10]嘉義縣,水上鄉,國小,104678,縣立成功國小,公立,偏遠,[608]嘉義縣水上鄉三界埔153號,(05)2393485,http://www.ckps.cyc.edu.tw,6,15,22,5.41,7,4
111,[10]嘉義縣,水上鄉,國小,104680,縣立南靖國小,公立,偏遠,[608]嘉義縣水上鄉靖和村46號,(05)2682004,http://www.njps.cyc.edu.tw,6,34,33,0,3,5
111,[10]嘉義縣,中埔鄉,國小,104682,縣立大有國小,公立,偏遠,[606]嘉義縣中埔鄉裕民村石頭厝17之1號,(05)2531561,http://www.dyps.cyc.edu.tw,5,10,11,4.76,5,0
111,[10]嘉義縣,中埔鄉,國小,104683,縣立中山國小,公立,偏遠,[606]嘉義縣中埔鄉石弄村22號,(05)2531231,http://www.csps.cyc.edu.tw,6,26,28,1.85,3,4
111,[10]嘉義縣,中埔鄉,國小,104688,縣立沄水國小,公立,偏遠,[606]嘉義縣中埔鄉沄水村五鄰16號,(05)2531654,http://www.yses.cyc.edu.tw,6,18,10,0,1,5
111,[10]嘉義縣,番路鄉,國小,104693,縣立民和國小,公立,偏遠,[602]嘉義縣番路鄉下坑村菜公店91號,(05)2592188,http://www.mhes.cyc.edu.tw,12,81,101,10.44,18,8
111,[10]嘉義縣,番路鄉,國小,104694,縣立內甕國小,公立,偏遠,[602]嘉義縣番路鄉內甕村凸湖1-1號,(05)2591434,http://www.nwps.cyc.edu.tw,6,15,10,8,3,2
111,[10]嘉義縣,番路鄉,國小,104695,縣立黎明國小,公立,偏遠,[602]嘉義縣番路鄉觸口村觸口164號,(05)2591194,http://www.limps.cyc.edu.tw,5,13,8,52.38,3,4
111,[10]嘉義縣,番路鄉,國小,104696,縣立大湖國小,公立,特偏,[602]嘉義縣番路鄉大湖村下坪仔8號,(05)2581159,http://www.dhes.cyc.edu.tw,3,2,4,0,1,2
111,[10]嘉義縣,番路鄉,國小,104698,縣立隙頂國小,公立,特偏,[602]嘉義縣番路鄉公田村隙頂40號,(05)2586218,http://www.sdps.cyc.edu.tw,6,26,13,23.08,4,2
111,[10]嘉義縣,竹崎鄉,國小,104702,縣立龍山國小,公立,偏遠,[604]嘉義縣竹崎鄉龍山村水道70號,(05)2612843,http://www.lsps.cyc.edu.tw,6,20,14,0,2,0
111,[10]嘉義縣,竹崎鄉,國小,104707,縣立桃源國小,公立,偏遠,[604]嘉義縣竹崎鄉桃源村七鄰78號,(05)2541077,http://www.typs.cyc.edu.tw,6,22,12,0,2,4
111,[10]嘉義縣,竹崎鄉,國小,104708,縣立中和國小,公立,特偏,[604]嘉義縣竹崎鄉中和村奮起湖215號,(05)2561013,http://www.chps.cyc.edu.tw,6,13,13,0,2,2
111,[10]嘉義縣,竹崎鄉,國小,104709,縣立中興國小,公立,特偏,[604]嘉義縣竹崎鄉中和村石棹10-1號,(05)2561021,http://www.cses.cyc.edu.tw,6,13,13,15.38,3,1
111,[10]嘉義縣,竹崎鄉,國小,104710,縣立光華國小,公立,特偏,[604]嘉義縣竹崎鄉光華村四鄰10號,(05)2561074,http://www.ghps.cyc.edu.tw,4,6,6,0,3,1
111,[10]嘉義縣,竹崎鄉,國小,104712,縣立義仁國小,公立,偏遠,[604]嘉義縣竹崎鄉義和村22號,(05)2110534,http://www.yrps.cyc.edu.tw,6,24,22,0,4,6
111,[10]嘉義縣,竹崎鄉,國小,104713,縣立沙坑國小,公立,偏遠,[604]嘉義縣竹崎鄉沙坑村57之2號,(05)2611244,http://www.sakps.cyc.edu.tw,6,13,6,5.26,1,3
111,[10]嘉義縣,梅山鄉,國小,104716,縣立梅圳國小,公立,特偏,[603]嘉義縣梅山鄉圳南村三源23號,(05)2621615,http://www.mjps.cyc.edu.tw,5,11,14,4,3,2
111,[10]嘉義縣,梅山鄉,國小,104717,縣立太平國小,公立,特偏,[603]嘉義縣梅山鄉太平村大坪4號,(05)2571004,http://www.tpps.cyc.edu.tw,5,10,6,6.25,2,4
111,[10]嘉義縣,梅山鄉,國小,104719,縣立太興國小,公立,特偏,[603]嘉義縣梅山鄉太興村4號,(05)2571087,http://www.tses.cyc.edu.tw,3,7,3,0,1,1
111,[10]嘉義縣,梅山鄉,國小,104720,縣立瑞里國小,公立,極偏,[603]嘉義縣梅山鄉瑞里村112號,(05)2501020,http://www.rlps.cyc.edu.tw,5,8,12,0,1,0
111,[10]嘉義縣,梅山鄉,國小,104721,縣立大南國小,公立,偏遠,[603]嘉義縣梅山鄉大南村大草埔15號,(05)2621253,http://www.dnps.cyc.edu.tw,6,21,32,0,9,3
111,[10]嘉義縣,梅山鄉,國小,104722,縣立瑞峰國小,公立,極偏,[603]嘉義縣梅山鄉瑞峰村生毛樹19號之1,(05)2501204,http://www.rfps.cyc.edu.tw,6,17,10,11.11,4,2
111,[10]嘉義縣,梅山鄉,國小,104724,縣立太和國小,公立,極偏,[603]嘉義縣梅山鄉太和村三鄰18號,(05)2661069,http://www.thps.cyc.edu.tw,3,3,3,0,4,2
111,[10]嘉義縣,梅山鄉,國小,104725,縣立仁和國小,公立,極偏,[603]嘉義縣梅山鄉太和村社前湖6號,(05)2661130,http://www.rhps.cyc.edu.tw,3,5,3,0,3,1
111,[10]嘉義縣,大埔鄉,國小,104726,縣立大埔國(中)小,公立,極偏,[607]嘉義縣大埔鄉大埔村57號,(05)2521014,http://www.dpjes.cyc.edu.tw,6,26,26,5.77,11,3
111,[10]嘉義縣,阿里山鄉,國小,104727,縣立達邦國小,公立,極偏,[605]嘉義縣阿里山鄉達邦村一鄰1號,(05)2511017,http://www.dbps.cyc.edu.tw,6,23,24,95.74,4,6
111,[10]嘉義縣,阿里山鄉,國小,104729,縣立十字國小,公立,極偏,[605]嘉義縣阿里山鄉十字村16號,(05)2511340,http://www.shtps.cyc.edu.tw,5,8,5,38.46,0,0
111,[10]嘉義縣,阿里山鄉,國小,104730,縣立來吉國小,公立,極偏,[605]嘉義縣阿里山鄉來吉村四鄰91號,(05)2661232,http://www.ljes.cyc.edu.tw,5,5,9,92.86,0,0
111,[10]嘉義縣,阿里山鄉,國小,104731,縣立豐山實驗國(中)小,公立,極偏,[605]嘉義縣阿里山鄉豐山村47號,(05)2661071,http://www.fses.cyc.edu.tw,3,7,2,0,1,1
111,[10]嘉義縣,阿里山鄉,國小,104732,縣立山美國小,公立,極偏,[605]嘉義縣阿里山鄉山美村61號,(05)2586520,http://www.smes.cyc.edu.tw,5,10,11,100,4,1
111,[10]嘉義縣,阿里山鄉,國小,104733,縣立新美國小,公立,極偏,[605]嘉義縣阿里山鄉新美村四鄰78號,(05)2513015,http://www.shmps.cyc.edu.tw,6,15,11,84.62,2,2
111,[10]嘉義縣,阿里山鄉,國小,104734,縣立阿里山國(中)小,公立,極偏,[605]嘉義縣阿里山鄉樂野村一鄰31號,(05)2561180,http://www.aljes.cyc.edu.tw/,6,37,26,73.02,10,4
111,[10]嘉義縣,阿里山鄉,國小,104735,縣立香林國小,公立,極偏,[605]嘉義縣阿里山鄉香林村二鄰41號,(05)2679713,http://www.slps.cyc.edu.tw,6,8,12,0,3,1
111,[10]嘉義縣,阿里山鄉,國小,104737,縣立茶山國小,公立,極偏,[605]嘉義縣阿里山鄉茶山村三鄰74號,(05)2513014,http://www.chses.cyc.edu.tw,6,11,8,94.74,0,0
111,[13]屏東縣,高樹鄉,國小,134637,縣立高樹國小,公立,偏遠,[906]屏東縣高樹鄉高樹村華光路32號,(08)7960802,http://www.gsps.ptc.edu.tw,13,158,144,13.25,37,25
111,[13]屏東縣,高樹鄉,國小,134638,縣立舊寮國小,公立,偏遠,[906]屏東縣高樹鄉舊寮村長美路42號,(08)7962994,http://www.jolps.ptc.edu.tw,6,18,17,0,6,6
111,[13]屏東縣,高樹鄉,國小,134639,縣立新豐國小,公立,偏遠,[906]屏東縣高樹鄉新豐村泰和路26號,(08)7916486,http://www.sfps.ptc.edu.tw,6,19,16,14.29,1,3
111,[13]屏東縣,高樹鄉,國小,134640,縣立田子國小,公立,偏遠,[906]屏東縣高樹鄉鹽樹村公平路19號,(08)7962714,http://www.tzps.ptc.edu.tw,6,59,39,0,9,9
111,[13]屏東縣,高樹鄉,國小,134641,縣立新南國小,公立,偏遠,[906]屏東縣高樹鄉新南村興店路5號,(08)7962782,http://www.snps.ptc.edu.tw,6,36,30,1.52,7,3
111,[13]屏東縣,高樹鄉,國小,134642,縣立泰山國小,公立,偏遠,[906]屏東縣高樹鄉泰山村產業路84號,(08)7956274,http://www.tsps.ptc.edu.tw,6,46,43,35.96,4,7
111,[13]屏東縣,高樹鄉,國小,134644,縣立大路關國(中)小,公立,偏遠,[906]屏東縣高樹鄉廣興村中正路176號,(08)7957412,http://www.gosps.ptc.edu.tw,6,24,26,0,7,4
111,[13]屏東縣,里港鄉,國小,134646,縣立里港國小,公立,偏遠,[905]屏東縣里港鄉過江路41號,(08)7752161,http://www.lgps.ptc.edu.tw,16,188,193,1.31,33,35
111,[13]屏東縣,里港鄉,國小,134647,縣立載興國小,公立,偏遠,[905]屏東縣里港鄉載興村載興路1之3號,(08)7752271,http://www.tses.ptc.edu.tw,6,64,37,0,9,10
111,[13]屏東縣,里港鄉,國小,134648,縣立土庫國小,公立,偏遠,[905]屏東縣里港鄉中和村中和路33號,(08)7731553,http://www.tkps.ptc.edu.tw,6,56,50,0,10,3
111,[13]屏東縣,里港鄉,國小,134649,縣立三和國小,公立,偏遠,[905]屏東縣里港鄉土庫路111之3號,(08)7731198,http://www.sahes.ptc.edu.tw,6,23,30,3.77,5,2
111,[13]屏東縣,內埔鄉,國小,134669,縣立隘寮國小,公立,偏遠,[912]屏東縣內埔鄉隘寮村清涼路二段238號,(08)7991036,http://www.alps.ptc.edu.tw,6,15,19,26.47,0,6
111,[13]屏東縣,新埤鄉,國小,134679,縣立萬隆國小,公立,偏遠,[925]屏東縣新埤鄉萬隆村中山路126號,(08)7870191,http://www.wlps.ptc.edu.tw,6,27,27,12.96,3,3
111,[13]屏東縣,新埤鄉,國小,134680,縣立餉潭國小,公立,偏遠,[925]屏東縣新埤鄉餉潭村龍潭路149號,(08)7981600,http://www.stps.ptc.edu.tw,6,51,42,7.53,3,11
111,[13]屏東縣,枋寮鄉,國小,134681,縣立枋寮國小,公立,偏遠,[940]屏東縣枋寮鄉德興路197號,(08)8782034,http://www.flps.ptc.edu.tw,6,61,71,23.48,12,10
111,[13]屏東縣,枋寮鄉,國小,134682,縣立僑德國小,公立,偏遠,[940]屏東縣枋寮鄉隆山村僑德路186號,(08)8782096,http://www.cdps.ptc.edu.tw,15,158,165,17.03,20,15
111,[13]屏東縣,枋寮鄉,國小,134683,縣立建興國小,公立,偏遠,[940]屏東縣枋寮鄉人和村建興路39號,(08)8713562,http://www.jsps.ptc.edu.tw,18,213,216,20.05,30,32
111,[13]屏東縣,枋寮鄉,國小,134684,縣立東海國小,公立,偏遠,[940]屏東縣枋寮鄉東海村東海路486號,(08)8712209,http://www.dhps.ptc.edu.tw/nss/p/index,6,56,50,7.55,8,11
111,[13]屏東縣,新園鄉,國小,134695,縣立鹽洲國小,公立,偏遠,[932]屏東縣新園鄉鹽埔村鹽洲路379號,(08)8322975,http://www.yjps.ptc.edu.tw,12,130,114,3.69,23,18
111,[13]屏東縣,琉球鄉,國小,134696,縣立琉球國小,公立,特偏,[929]屏東縣琉球鄉大福村中正路293號,(08)8612597,http://www.lcps.ptc.edu.tw,6,76,61,2.92,7,9
111,[13]屏東縣,琉球鄉,國小,134697,縣立天南國小,公立,特偏,[929]屏東縣琉球鄉南福村忠孝路27號,(08)8612300,http://www.tnps.ptc.edu.tw,6,30,40,0,3,2
111,[13]屏東縣,琉球鄉,國小,134698,縣立全德國小,公立,特偏,[929]屏東縣琉球鄉杉福村復興路97號,(08)8612534,http://www.cdes.ptc.edu.tw,6,58,45,0,5,8
111,[13]屏東縣,琉球鄉,國小,134699,縣立白沙國小,公立,特偏,[929]屏東縣琉球鄉漁福村三民路124號,(08)8612510,http://www.bsps.ptc.edu.tw/nss/p/index,6,37,66,0,9,9
111,[13]屏東縣,林邊鄉,國小,134703,縣立林邊國小,公立,偏遠,[927]屏東縣林邊鄉林邊村中山路68號,(08)8752120,http://www.lbps.ptc.edu.tw,12,97,119,1.39,12,19
111,[13]屏東縣,林邊鄉,國小,134704,縣立仁和國小,公立,偏遠,[927]屏東縣林邊鄉仁和村中山路417號,(08)8752201,http://www.rhps.ptc.edu.tw,9,90,70,1.25,16,15
111,[13]屏東縣,林邊鄉,國小,134705,縣立竹林國小,公立,偏遠,[927]屏東縣林邊鄉竹林村中興路122號,(08)8752884,http://www.jlps.ptc.edu.tw,6,28,25,0,2,7
111,[13]屏東縣,林邊鄉,國小,134706,縣立崎峰國小,公立,偏遠,[927]屏東縣林邊鄉崎峰村裕後路2號,(08)8752400,http://www.cfps.ptc.edu.tw,6,25,35,1.67,5,4
111,[13]屏東縣,林邊鄉,國小,134707,縣立水利國小,公立,偏遠,[927]屏東縣林邊鄉水利村豐漁路117號,(08)8752745,http://www.sulps.ptc.edu.tw,6,22,27,2.04,4,6
111,[13]屏東縣,南州鄉,國小,134708,縣立南州國小,公立,偏遠,[926]屏東縣南州鄉溪南村人和路191號,(08)8642097,http://www.njps.ptc.edu.tw,8,80,69,0.67,18,4
111,[13]屏東縣,南州鄉,國小,134709,縣立同安國小,公立,偏遠,[926]屏東縣南州鄉同安村同安路79號,(08)8642334,http://www.taes.ptc.edu.tw,6,37,30,4.48,5,2
111,[13]屏東縣,南州鄉,國小,134710,縣立溪北國小,公立,偏遠,[926]屏東縣南州鄉溪北村仁里路102號,(08)8642081,http://www.sbps.ptc.edu.tw,12,106,108,0,11,21
111,[13]屏東縣,佳冬鄉,國小,134711,縣立佳冬國小,公立,偏遠,[931]屏東縣佳冬鄉進學街150號,(08)8662009,http://www.jdps.ptc.edu.tw,13,124,132,3.52,18,18
111,[13]屏東縣,佳冬鄉,國小,134712,縣立塭子國小,公立,偏遠,[931]屏東縣佳冬鄉塭豐村中興路1號,(08)8662094,http://www.uzps.ptc.edu.tw,6,46,44,1.11,9,12
111,[13]屏東縣,佳冬鄉,國小,134713,縣立羌園國小,公立,偏遠,[931]屏東縣佳冬鄉羌園村羌光路669號,(08)8662474,http://www.cyps.ptc.edu.tw,6,48,50,2.04,6,5
111,[13]屏東縣,佳冬鄉,國小,134714,縣立昌隆國小,公立,偏遠,[931]屏東縣佳冬鄉昌隆村中正路44號,(08)8662093,http://www.chles.ptc.edu.tw,6,22,16,5.26,5,3
111,[13]屏東縣,佳冬鄉,國小,134716,縣立玉光國小,公立,偏遠,[931]屏東縣佳冬鄉玉光村民學路81號,(08)8662629,http://www.yges.ptc.edu.tw,9,71,78,3.36,7,7
111,[13]屏東縣,恆春鎮,國小,134717,縣立恆春國小,公立,特偏,[946]屏東縣恆春鎮城北里北門路39巷26號,(08)8892035,http://www.hcps.ptc.edu.tw,24,341,284,6.56,45,49
111,[13]屏東縣,恆春鎮,國小,134718,縣立僑勇國小,公立,特偏,[946]屏東縣恆春鎮城北里西門路146號,(08)8892141,http://www.chyps.ptc.edu.tw,19,223,205,7.48,37,37
111,[13]屏東縣,恆春鎮,國小,134720,縣立山海國小,公立,極偏,[946]屏東縣恆春鎮山海里山海路86號,(08)8869026,http://www.sahps.ptc.edu.tw,6,18,23,0,2,4
111,[13]屏東縣,恆春鎮,國小,134721,縣立大光國小,公立,極偏,[946]屏東縣恆春鎮大光里大光路8之6號,(08)8867064,http://www.dgps.ptc.edu.tw,6,27,34,6.56,6,4
111,[13]屏東縣,恆春鎮,國小,134722,縣立水泉國小,公立,極偏,[946]屏東縣恆春鎮水泉里頂泉路1號,(08)8866208,http://www.scps.ptc.edu.tw,6,18,20,5.26,1,5
111,[13]屏東縣,恆春鎮,國小,134723,縣立大平國小,公立,特偏,[946]屏東縣恆春鎮頭溝里頭溝路161號,(08)8891584,http://www.dpps.ptc.edu.tw,6,50,16,25.76,7,2
111,[13]屏東縣,恆春鎮,國小,134724,縣立墾丁國小,公立,極偏,[946]屏東縣恆春鎮墾丁里墾丁路65號,(08)8861081,http://www.ktps.ptc.edu.tw,6,40,38,3.85,0,0
111,[13]屏東縣,車城鄉,國小,134725,縣立車城國小,公立,特偏,[944]屏東縣車城鄉福興村中山路66號,(08)8821006,http://www.cces.ptc.edu.tw,9,82,77,16.35,18,14
111,[13]屏東縣,滿州鄉,國小,134729,縣立滿州國小,公立,極偏,[947]屏東縣滿州鄉滿州村中山路39號,(08)8801162,http://www.mjps.ptc.edu.tw,6,43,29,30.56,5,8
111,[13]屏東縣,滿州鄉,國小,134730,縣立長樂國小,公立,極偏,[947]屏東縣滿州鄉長樂村大公路35號,(08)8811045,http://www.chlps.ptc.edu.tw,6,14,28,73.81,5,5
111,[13]屏東縣,滿州鄉,國小,134731,縣立永港國小,公立,極偏,[947]屏東縣滿州鄉永靖村新庄路25號,(08)8801125,http://www.ygps.ptc.edu.tw,6,23,22,15.56,2,5
111,[13]屏東縣,枋山鄉,國小,134735,縣立楓港國小,公立,特偏,[941]屏東縣枋山鄉善餘村光復路24號,(08)8771158,http://www.fkps.ptc.edu.tw,6,26,13,15.38,3,3
